Price,Close,High,Low,Open,Volume
Ticker,XLU,XLU,XLU,XLU,XLU
Date,,,,,
2001-01-02,14.022320747375488,14.156377351078888,14.002212256819979,14.129566030338207,7400
2001-01-03,13.727396965026855,14.551845122594386,13.727396965026855,14.344057375565171,77900
2001-01-04,13.512909889221191,13.727400522383432,13.29841925605895,13.727400522383432,48400
2001-01-05,13.378847122192383,13.700582924730075,13.378847122192383,13.4391725851682,35200
2001-01-08,13.579937934875488,13.606749263473464,13.392258634689647,13.533018109829028,363900
2001-01-09,13.640262603759766,13.760913575193513,13.486097473594421,13.486097473594421,52000
2001-01-10,13.606752395629883,13.767620404248168,13.533021225013169,13.579941060860168,19600
2001-01-11,13.291716575622559,13.56653270250129,13.244796749082287,13.526315708323915,30100
2001-01-12,13.392252922058105,13.419064239219383,13.110734091864693,13.298413311993635,46900
2001-01-16,13.177762985229492,13.204574303612462,12.896244142208314,13.177762985229492,43600
2001-01-17,13.211278915405273,13.29841571190465,13.110736457905995,13.150953440905706,28700
2001-01-18,13.445870399475098,13.519601493390464,13.171054503972368,13.27159690476605,17700
2001-01-19,13.40566635131836,13.472694683074952,13.258204021453858,13.285015354156494,10300
2001-01-22,13.378847122192383,13.499498048144018,13.271601854679819,13.405658439070525,19800
2001-01-23,13.365442276000977,13.55982433518053,13.352036616747215,13.479390379657955,41600
2001-01-24,13.385554313659668,13.50620527893051,13.291714674004568,13.392257145063603,17900
2001-01-25,13.479389190673828,13.519606164887673,13.298412806711523,13.49949767778075,16300
2001-01-26,13.352042198181152,13.49950451161488,13.043711906456085,13.49950451161488,25700
2001-01-29,13.56009578704834,13.62015289230317,13.439980758321987,13.512907593938579,52800
2001-01-30,13.56009578704834,13.56009578704834,13.397082475332812,13.405662295573986,8900
2001-01-31,13.435693740844727,13.444273562933096,13.354187067438948,13.4056651817523,8400
2001-02-01,13.598702430725098,13.598702430725098,13.418530319654348,13.491457145997664,14800
2001-02-02,13.448562622070312,13.555807936730814,13.448562622070312,13.45285253284275,9100
2001-02-05,13.547228813171387,13.57725737190878,13.452853225965745,13.57725737190878,7800
2001-02-06,13.628729820251465,13.68449700355078,13.530064363066858,13.530064363066858,38400
2001-02-07,13.633021354675293,13.714527184735612,13.598702895119207,13.69307845434429,7300
