Price,Close,High,Low,Open,Volume
Ticker,VCLT,VCLT,VCLT,VCLT,VCLT
Date,,,,,
2009-11-23,38.10337448120117,38.10337448120117,38.10337448120117,38.10337448120117,100
2009-11-24,38.10337448120117,38.10337448120117,38.10337448120117,38.10337448120117,0
2009-11-25,38.34639358520508,38.34639358520508,38.23500919602829,38.24007317626864,4000
2009-11-27,38.40206527709961,38.40206527709961,38.40206527709961,38.40206527709961,300
2009-11-30,38.478023529052734,38.478023529052734,38.341326987149124,38.341326987149124,1100
2009-12-01,38.321044921875,38.351421049024076,38.28560481930725,38.3261050346122,68600
2009-12-02,38.42231369018555,38.44762971279138,38.42231369018555,38.44762971279138,15700
2009-12-03,38.10337448120117,38.10337448120117,38.057806386955676,38.057806386955676,9100
2009-12-04,38.01728439331055,38.01728439331055,38.01728439331055,38.01728439331055,100
2009-12-07,38.00718307495117,38.01730717348586,37.921114718007296,38.01730717348586,900
2009-12-08,38.10843276977539,38.17425291800651,38.07299263714508,38.17425291800651,7000
2009-12-09,38.02742004394531,38.17424452188796,37.971727867391756,38.17424452188796,9800
2009-12-10,37.96158218383789,37.96158218383788,37.82994585387534,37.85525800711471,8000
2009-12-11,37.81480026245117,37.81480026245117,37.75910805501745,37.77429613655646,2200
2009-12-14,37.895774841308594,37.895774841308594,37.88565074914193,37.88565074914193,14600
2009-12-15,37.895774841308594,37.895774841308594,37.895774841308594,37.895774841308594,0
2009-12-16,37.900856018066406,38.03755256910552,37.900856018066406,38.002112436415025,400
2009-12-17,37.900856018066406,38.002112436415025,37.900856018066406,38.002112436415025,1000
2009-12-18,37.900856018066406,37.900856018066406,37.900856018066406,37.900856018066406,0
2009-12-21,37.75908660888672,37.75908660888672,37.75908660888672,37.75908660888672,100
2009-12-22,37.67809295654297,37.67809295654297,37.63758883800847,37.65784089727572,1500
2009-12-23,37.79456329345703,37.79962727688778,37.79456329345703,37.79962727688778,900
2009-12-24,37.471378326416016,37.6548620000309,37.471378326416016,37.6548620000309,400
2009-12-28,37.400028228759766,37.43570539774887,37.33377174021422,37.43061143683599,1800
2009-12-29,37.665077209472656,37.665077209472656,37.48669129230387,37.55294780767474,1000
2009-12-30,37.772098541259766,37.792486053209515,37.69054849346077,37.792486053209515,6100
2009-12-31,37.828182220458984,37.828182220458984,37.68037560100007,37.68037560100007,900
2010-01-04,37.75680160522461,37.823058089906134,37.685447271407725,37.823058089906134,6100
2010-01-05,38.2257080078125,38.271576990932225,38.07790147022654,38.16454547513276,15200
2010-01-06,37.986183166503906,38.23082956038096,37.96579564297061,38.23082956038096,9800
2010-01-07,37.986183166503906,37.986183166503906,37.97089349598456,37.97089349598456,300
2010-01-08,38.01165771484375,38.01165771484375,37.84856146156037,37.91991582933926,2600
2010-01-11,38.00654983520508,38.0269373475514,37.9708726607291,38.02183949733473,1200
2010-01-12,38.18491744995117,38.61304722747846,38.159435988092184,38.61304722747846,1100
2010-01-13,37.950477600097656,38.37860749717545,37.950477600097656,38.37860749717545,2300
2010-01-14,38.21040725708008,38.21040725708008,38.021825752439085,38.169632247127595,1100
2010-01-15,38.30217742919922,38.39391932522272,38.30217742919922,38.36333610086698,5900
2010-01-19,38.12379455566406,38.363339186499566,37.83327917630996,38.302180509912695,102800
2010-01-20,38.23080062866211,38.327636431510214,38.174735953503934,38.174735953503934,1600
2010-01-21,38.59779357910156,38.7812734966108,38.297082495902615,38.30727820097221,5200
2010-01-22,38.256309509277344,38.48566622340757,38.21553835237357,38.47547051778986,3400
2010-01-25,38.30726623535156,38.36842489257714,38.271585167275404,38.271585167275404,4300
2010-01-26,38.12379455566406,38.2715972830971,38.12379455566406,38.24611579735996,6400
2010-01-27,38.062625885009766,38.235913958905336,37.97088399632343,38.164559588651684,13800
2010-01-28,38.026947021484375,38.14926823816008,38.02694702148438,38.14926823816008,1000
2010-01-29,38.09091567993164,38.09091567993165,38.08579552794907,38.08579552794907,2700
2010-02-01,38.183082580566406,38.183082580566406,38.08582305578966,38.08582305578966,2500
2010-02-02,38.22915267944336,38.22915267944336,38.18819924878553,38.18819924878553,900
2010-02-03,38.014156341552734,38.19332273438607,38.014156341552734,38.17796617293385,1600
2010-02-04,38.14211654663086,38.18306605777432,37.824733425689246,37.88104339723587,7200
2010-02-05,38.04997634887695,38.04997634887695,37.96806950898701,37.96806950898701,1200
2010-02-08,38.12164306640625,38.2189064628653,37.978310001434885,38.2189064628653,1200
2010-02-09,37.85034942626953,37.89129895811884,37.85034942626953,37.886182707596895,1700
2010-02-10,37.625091552734375,37.91687782079957,37.57390173308893,37.8912809582104,7500
2010-02-11,37.56365203857422,37.65067900630936,37.56365203857422,37.62508215011692,900
2010-02-12,37.56880569458008,37.604638981886275,37.53297240727388,37.59951882497528,3900
2010-02-16,37.5380859375,37.5380859375,37.40498922005768,37.481775938025734,700
2010-02-17,37.53296661376953,37.66094317804255,37.36915676772146,37.66094317804255,1000
2010-02-18,37.45106887817383,37.66606859887538,37.20023196515334,37.66606859887538,3900
2010-02-19,37.4356803894043,37.49199035585337,37.379370422955226,37.379370422955226,45500
2010-02-22,37.64557647705078,37.76331269737545,37.435693093509094,37.435693093509094,2200
2010-02-23,37.840091705322266,37.84521185902337,37.63532851814073,37.81961499605082,7200
2010-02-24,38.009033203125,38.111412875128515,38.009033203125,38.111412875128515,500
2010-02-25,38.208675384521484,38.31617520921702,37.962962615369975,38.31617520921702,7200
2010-02-26,38.53053283691406,38.53053283691406,38.40713359439832,38.40713359439832,700
2010-03-01,38.46883773803711,38.51511344008729,38.453413811576034,38.51511344008729,900
2010-03-02,38.473976135253906,38.49454267583561,38.4122765135088,38.432843054090505,4400
2010-03-03,38.417415618896484,38.4636873889773,38.175763692475776,38.40713038821219,3300
2010-03-04,38.46883773803711,38.46883773803712,38.46883773803712,38.46883773803712,400
2010-03-05,38.34029006958008,38.39684706738039,38.09349554075452,38.39684706738039,2500
2010-03-08,38.42768096923828,38.42768096923828,38.093481718771066,38.093481718771066,800
2010-03-09,38.345420837402344,38.35055952822129,38.129478143064134,38.129478143064134,2400
2010-03-10,38.278587341308594,38.37113479175273,38.263163420012184,38.37113479175273,4200
2010-03-11,38.360877990722656,38.360877990722656,38.042102363849835,38.22205476504089,2200
2010-03-12,38.56136703491211,38.56136703491211,38.35570562619289,38.41740522560819,1800
2010-03-15,38.5253791809082,38.60764139634495,38.489388726154864,38.60764139634495,1900
2010-03-16,38.648773193359375,38.64877319335937,38.64877319335937,38.64877319335937,600
2010-03-17,38.86986541748047,39.02411248734848,38.68991311774507,39.02411248734848,6700
2010-03-18,39.08580780029297,39.08580780029297,39.08580780029297,39.08580780029297,400
2010-03-19,38.967567443847656,38.967567443847656,38.93157697285991,38.967567443847656,500
2010-03-22,38.972713470458984,39.013842638995705,38.972713470458984,39.013842638995705,900
2010-03-23,38.95212173461914,39.02924525008456,38.95212173461914,39.02924525008456,400
2010-03-24,38.45853042602539,38.70532092788072,38.45853042602539,38.571640451154906,1400
2010-03-25,38.04207992553711,38.36085536438701,38.04207992553711,38.36085536438701,1400
2010-03-26,38.247737884521484,38.42769016316109,38.201466122585074,38.34542794549676,12700
2010-03-29,38.345420837402344,38.36598736867237,38.07805985355668,38.36598736867237,3400
2010-03-30,38.263160705566406,38.34542684353207,38.237455479451164,38.25802201394258,3100
2010-03-31,38.55469512939453,38.59088109500112,38.497841046335445,38.508177076834016,1700
2010-04-01,38.575355529785156,38.61153753721109,38.44613351132924,38.46164346612011,2200
2010-04-05,38.17218780517578,38.34276183539036,37.96543176341964,38.198033789224105,5500
2010-04-06,38.28590774536133,38.28590774536133,38.24972573011514,38.24972573011514,2100
2010-04-07,38.673583984375,38.673583984375,38.24456573188363,38.24456573188363,1000
2010-04-08,38.590877532958984,38.65807158385909,38.409963495803446,38.627059551681235,2100
2010-04-09,38.69426345825195,38.72527549832876,38.57537739871537,38.611559426653415,3000
2010-04-12,38.84933090209961,38.84933090209961,38.71493882475113,38.71493882475113,3300
2010-04-13,39.0198974609375,39.20080758092896,38.771793280247735,39.20080758092896,5300
2010-04-14,38.93203353881836,39.01990361903255,38.792475408098504,38.792475408098504,11600
2010-04-15,39.097434997558594,39.09743499755859,38.72010870543464,38.91135487360465,7800
2010-04-16,39.0819206237793,39.30935271411781,39.00438659811441,39.30935271411781,3600
2010-04-19,39.133583068847656,39.16459508141599,39.133583068847656,39.16459508141599,300
2010-04-20,39.26283645629883,39.29901848108819,39.02506830146233,39.02506830146233,3600
2010-04-21,39.464385986328125,39.464385986328125,39.366179977860796,39.366179977860796,2700
2010-04-22,39.350704193115234,39.53678429344847,39.14911807501167,39.50060227080283,13000
2010-04-23,39.278343200683594,39.31969521364828,39.11293909236985,39.30935918217961,2700
2010-04-26,39.07158279418945,39.46441898717925,39.07158279418945,39.46441898717925,3400
2010-04-27,39.454078674316406,39.454078674316406,39.27833462933997,39.27833462933997,1000
2010-04-28,39.392051696777344,39.44373973128067,39.37137569426716,39.37137569426716,600
2010-04-29,39.330020904541016,39.4385708959198,39.28350285984494,39.28350285984494,800
2010-04-30,39.7542610168457,39.7542610168457,39.49463286712939,39.49463286712939,1100
2010-05-03,39.5413703918457,39.75426342748479,39.5413703918457,39.75426342748479,2200
2010-05-04,39.95676040649414,40.122922221222254,39.70751966520705,40.122922221222254,12300
2010-05-05,39.95676040649414,40.23196950234678,39.92560630423579,40.18004071643599,4900
2010-05-06,39.894466400146484,40.299485720089244,39.4323285646619,40.055434601248976,11100
2010-05-07,39.32329559326172,39.87889987715378,39.32329559326172,39.75946914176198,13300
2010-05-10,39.769832611083984,39.86849256214453,39.10518527293227,39.10518527293227,4900
2010-05-11,39.473876953125,39.94120859031219,39.18309458403638,39.94120859031219,10500
2010-05-12,39.28171157836914,39.66595985420374,39.28171157836914,39.66595985420374,15500
2010-05-13,39.235008239746094,39.437517897776274,39.2298185286459,39.40117011201731,1900
2010-05-14,39.61924743652344,39.82694673565929,39.494623103109696,39.494623103109696,5300
2010-05-17,39.463462829589844,39.67116605785697,39.34922585596245,39.51538764625423,3500
2010-05-18,39.72311019897461,39.780228713575255,39.50502348592386,39.64002728260585,2400
2010-05-19,39.858123779296875,39.96197347831553,39.759463792100696,39.79061790948388,15100
2010-05-20,39.66079330444336,40.50198990558549,39.556943632919605,40.50198990558549,8500
2010-05-21,40.07101058959961,40.372180215952305,39.982737963065304,40.372180215952305,2700
2010-05-24,39.961971282958984,40.16967463119795,39.93601084043652,39.95677760980975,4500
2010-05-25,39.76465606689453,40.06582572971251,39.76465606689454,40.06582572971251,13200
2010-05-26,39.665992736816406,39.68156979364598,39.42713528833596,39.577720107041124,11000
2010-05-27,39.03769302368164,39.22981930168585,38.73652338625179,39.22981930168585,27800
