Price,Close,High,Low,Open,Volume
Ticker,XLY,XLY,XLY,XLY,XLY
Date,,,,,
2001-01-02,19.23154640197754,19.52560674451542,19.14920950606693,19.40798260750027,167100
2001-01-03,20.748884201049805,20.748884201049805,19.055097735657984,19.055097735657984,1034400
2001-01-04,21.042945861816406,21.31348121945854,20.631261621926203,20.631261621926203,259900
2001-01-05,20.34897232055664,20.842993613888073,20.137248909128882,20.842993613888073,91300
2001-01-08,20.078432083129883,20.278393035334457,19.85494631301889,20.160768945802353,27600
2001-01-09,19.91375732421875,20.254867166157524,19.90199491587603,20.254867166157524,96500
2001-01-10,20.04314613342285,20.04314613342285,19.525600106503482,19.737323481152316,130900
2001-01-11,20.21957015991211,20.325431783785994,19.7373116511533,20.019609314816993,43800
2001-01-12,20.20782470703125,20.325448832217695,19.996101281695648,19.996101281695648,71700
2001-01-16,20.67831039428711,20.701835207022363,20.1842893268468,20.1842893268468,19900
2001-01-17,20.396020889282227,20.701843578510218,20.254871955792385,20.678318756261913,170800
2001-01-18,20.090187072753906,20.419534401815447,20.090187072753906,20.396009592596766,7200
2001-01-19,19.290342330932617,19.643214446742363,19.290342330932617,19.596164831301063,223100
2001-01-22,20.019620895385742,20.090195352126234,19.666748611683293,19.80789752516427,90800
2001-01-23,20.254865646362305,20.254865646362305,19.949043052398647,20.090191941920335,57400
2001-01-24,20.27838897705078,20.301913790249216,20.090190471463302,20.23133935065391,392800
2001-01-25,20.595979690551758,20.795940658421195,20.184295344938217,20.37249390293298,5793700
2001-01-26,20.37248420715332,20.60773229268627,20.325434590046733,20.56068267557968,432000
2001-01-29,20.777116775512695,20.792173001627766,20.46094320629991,20.581390143538993,358700
2001-01-30,20.837337493896484,20.935200079046474,20.51363585435023,20.77711403322559,720600
2001-01-31,21.507320404052734,21.552487633729978,21.040589013760428,21.040589013760428,117500
2001-02-01,21.47721290588379,21.47721290588379,21.21373472400332,21.454628569434405,43800
2001-02-02,21.070701599121094,21.53743446019713,21.018006254579053,21.484739115655092,138800
2001-02-05,20.95026206970215,21.19868409282743,20.890038592454836,21.19868409282743,22200
2001-02-06,20.972841262817383,21.258902350547604,20.972841262817383,21.063175738588775,19400
2001-02-07,21.018009185791016,21.13845611463928,20.890034144409654,21.093288875281342,96400
2001-02-08,20.40073013305664,20.814766511311877,20.317922283069,20.814766511311877,211700
2001-02-09,20.137237548828125,20.70183299412237,19.994206300651584,20.70183299412237,1637800
2001-02-12,20.701833724975586,20.701833724975586,20.189933606768978,20.189933606768978,3422000
2001-02-13,20.980371475219727,21.115873202440408,20.64914168060743,20.80722774695193,28500
2001-02-14,20.777116775512695,21.063177892495332,20.76206054939762,21.063177892495332,93800
2001-02-15,20.769590377807617,20.90509355235293,20.671726335817837,20.88250921131509,14500
2001-02-16,20.506105422973633,20.867446146130078,20.506105422973633,20.551272654408088,9300
2001-02-20,20.777116775512695,21.078234118610407,20.679252741605467,20.85239647024731,74900
2001-02-21,19.88129425048828,20.611504090813664,19.84365511568919,20.611504090813664,131800
2001-02-22,19.572654724121094,19.933995697502933,19.452207732993813,19.813548706375656,35600
2001-02-23,19.896347045898438,19.918929948545134,19.35433440892641,19.662981291558097,94600
2001-02-26,20.506105422973633,20.506105422973633,20.099597468382733,20.25015538511105,90500
2001-02-27,20.40073013305664,20.58140063097755,20.189947167561503,20.40073013305664,93800
2001-02-28,19.97162628173828,20.445885892405116,19.873762253037704,20.445885892405116,79900
2001-03-01,19.647932052612305,19.964105724662293,19.459733472483528,19.964105724662293,127600
2001-03-02,19.798486709594727,19.83612728076458,19.309170771114434,19.316698885348405,243900
2001-03-05,19.587703704833984,19.94904454443323,19.587703704833984,19.68556631045179,4300
2001-03-06,20.084545135498047,20.174879615860988,19.89634662626113,20.099601360838765,114800
2001-03-07,20.581392288208008,20.581392288208008,20.27274679989058,20.27274679989058,76300
2001-03-08,20.912620544433594,20.927675335143856,20.59644696606537,20.59644696606537,271300
2001-03-09,20.701833724975586,20.754529071995588,20.543747683915583,20.588914919098368,59600
2001-03-12,19.933982849121094,20.460939172536055,19.873759392374282,20.32543603589561,264800
2001-03-13,19.843652725219727,19.866235629042347,19.414560322500616,19.82859649877746,242100
2001-03-14,19.414566040039062,19.572652156716458,19.218839346170956,19.309173859746263,181000
2001-03-15,19.632869720458984,19.640397833625634,19.309168033496935,19.489838441974197,42000
2001-03-16,19.235334396362305,19.552151726323547,19.144814542617265,19.552151726323547,67200
2001-03-19,19.46163558959961,19.582327791801426,19.15990508409507,19.31077105622961,121200
2001-03-20,19.50690269470215,20.08019156410824,19.50690269470215,19.612508046857343,134600
2001-03-21,19.38620376586914,19.65776049756883,19.235337795885798,19.38620376586914,190800
2001-03-22,18.782743453979492,18.948696327527085,18.2471719334769,18.948696327527085,247200
